Field1,Field2,Field3,Field4,Field5,Field6
pcm,fftMag,psySharpness,sma,de,iqr1-2
pcm,fftMag,psySharpness,sma,de,iqr2-3
pcm,fftMag,psySharpness,sma,de,iqr1-3
pcm,fftMag,psySharpness,sma,de,percentile1.0
pcm,fftMag,psySharpness,sma,de,percentile99.0
pcm,fftMag,psySharpness,sma,de,pctlrange0-1
pcm,fftMag,psySharpness,sma,de,stddev
pcm,fftMag,psySharpness,sma,de,skewness
pcm,fftMag,psySharpness,sma,de,kurtosis
pcm,fftMag,psySharpness,sma,de,meanSegLen
pcm,fftMag,psySharpness,sma,de,maxSegLen
pcm,fftMag,psySharpness,sma,de,minSegLen
pcm,fftMag,psySharpness,sma,de,segLenStddev
pcm,fftMag,psySharpness,sma,de,upleveltime25
pcm,fftMag,psySharpness,sma,de,upleveltime50
pcm,fftMag,psySharpness,sma,de,upleveltime75
pcm,fftMag,psySharpness,sma,de,upleveltime90
pcm,fftMag,psySharpness,sma,de,risetime
pcm,fftMag,psySharpness,sma,de,leftctime
pcm,fftMag,psySharpness,sma,de,lpgain
pcm,fftMag,psySharpness,sma,de,lpc0
pcm,fftMag,psySharpness,sma,de,lpc1
pcm,fftMag,psySharpness,sma,de,lpc2
pcm,fftMag,psySharpness,sma,de,lpc3
pcm,fftMag,psySharpness,sma,de,lpc4
pcm,fftMag,spectralHarmonicity,sma,de,range
pcm,fftMag,spectralHarmonicity,sma,de,maxPos
pcm,fftMag,spectralHarmonicity,sma,de,minPos
pcm,fftMag,spectralHarmonicity,sma,de,quartile1
pcm,fftMag,spectralHarmonicity,sma,de,quartile2
pcm,fftMag,spectralHarmonicity,sma,de,quartile3
pcm,fftMag,spectralHarmonicity,sma,de,iqr1-2
pcm,fftMag,spectralHarmonicity,sma,de,iqr2-3
pcm,fftMag,spectralHarmonicity,sma,de,iqr1-3
pcm,fftMag,spectralHarmonicity,sma,de,percentile1.0
pcm,fftMag,spectralHarmonicity,sma,de,percentile99.0
pcm,fftMag,spectralHarmonicity,sma,de,pctlrange0-1
pcm,fftMag,spectralHarmonicity,sma,de,stddev
pcm,fftMag,spectralHarmonicity,sma,de,skewness
pcm,fftMag,spectralHarmonicity,sma,de,kurtosis
pcm,fftMag,spectralHarmonicity,sma,de,meanSegLen
pcm,fftMag,spectralHarmonicity,sma,de,maxSegLen
pcm,fftMag,spectralHarmonicity,sma,de,minSegLen
pcm,fftMag,spectralHarmonicity,sma,de,segLenStddev
pcm,fftMag,spectralHarmonicity,sma,de,upleveltime25
pcm,fftMag,spectralHarmonicity,sma,de,upleveltime50
pcm,fftMag,spectralHarmonicity,sma,de,upleveltime75
pcm,fftMag,spectralHarmonicity,sma,de,upleveltime90
pcm,fftMag,spectralHarmonicity,sma,de,risetime
pcm,fftMag,spectralHarmonicity,sma,de,leftctime
pcm,fftMag,spectralHarmonicity,sma,de,lpgain
pcm,fftMag,spectralHarmonicity,sma,de,lpc0
pcm,fftMag,spectralHarmonicity,sma,de,lpc1
pcm,fftMag,spectralHarmonicity,sma,de,lpc2
pcm,fftMag,spectralHarmonicity,sma,de,lpc3
pcm,fftMag,spectralHarmonicity,sma,de,lpc4
mfcc,sma,de[1],range,,
mfcc,sma,de[1],maxPos,,
mfcc,sma,de[1],minPos,,
mfcc,sma,de[1],quartile1,,
mfcc,sma,de[1],quartile2,,
mfcc,sma,de[1],quartile3,,
mfcc,sma,de[1],iqr1-2,,
mfcc,sma,de[1],iqr2-3,,
mfcc,sma,de[1],iqr1-3,,
mfcc,sma,de[1],percentile1.0,,
mfcc,sma,de[1],percentile99.0,,
mfcc,sma,de[1],pctlrange0-1,,
mfcc,sma,de[1],stddev,,
mfcc,sma,de[1],skewness,,
mfcc,sma,de[1],kurtosis,,
mfcc,sma,de[1],meanSegLen,,
mfcc,sma,de[1],maxSegLen,,
mfcc,sma,de[1],minSegLen,,
mfcc,sma,de[1],segLenStddev,,
mfcc,sma,de[1],upleveltime25,,
mfcc,sma,de[1],upleveltime50,,
mfcc,sma,de[1],upleveltime75,,
mfcc,sma,de[1],upleveltime90,,
mfcc,sma,de[1],risetime,,
mfcc,sma,de[1],leftctime,,
mfcc,sma,de[1],lpgain,,
mfcc,sma,de[1],lpc0,,
mfcc,sma,de[1],lpc1,,
mfcc,sma,de[1],lpc2,,
mfcc,sma,de[1],lpc3,,
mfcc,sma,de[1],lpc4,,
mfcc,sma,de[2],range,,
mfcc,sma,de[2],maxPos,,
mfcc,sma,de[2],minPos,,
mfcc,sma,de[2],quartile1,,
mfcc,sma,de[2],quartile2,,
mfcc,sma,de[2],quartile3,,
mfcc,sma,de[2],iqr1-2,,
mfcc,sma,de[2],iqr2-3,,
mfcc,sma,de[2],iqr1-3,,
mfcc,sma,de[2],percentile1.0,,
mfcc,sma,de[2],percentile99.0,,
mfcc,sma,de[2],pctlrange0-1,,
mfcc,sma,de[2],stddev,,
mfcc,sma,de[2],skewness,,
mfcc,sma,de[2],kurtosis,,
mfcc,sma,de[2],meanSegLen,,
mfcc,sma,de[2],maxSegLen,,
mfcc,sma,de[2],minSegLen,,
mfcc,sma,de[2],segLenStddev,,
mfcc,sma,de[2],upleveltime25,,
mfcc,sma,de[2],upleveltime50,,
mfcc,sma,de[2],upleveltime75,,
mfcc,sma,de[2],upleveltime90,,
mfcc,sma,de[2],risetime,,
mfcc,sma,de[2],leftctime,,
mfcc,sma,de[2],lpgain,,
mfcc,sma,de[2],lpc0,,
mfcc,sma,de[2],lpc1,,
mfcc,sma,de[2],lpc2,,
mfcc,sma,de[2],lpc3,,
mfcc,sma,de[2],lpc4,,
mfcc,sma,de[3],range,,
mfcc,sma,de[3],maxPos,,
mfcc,sma,de[3],minPos,,
mfcc,sma,de[3],quartile1,,
mfcc,sma,de[3],quartile2,,
mfcc,sma,de[3],quartile3,,
mfcc,sma,de[3],iqr1-2,,
mfcc,sma,de[3],iqr2-3,,
mfcc,sma,de[3],iqr1-3,,
mfcc,sma,de[3],percentile1.0,,
mfcc,sma,de[3],percentile99.0,,
mfcc,sma,de[3],pctlrange0-1,,
mfcc,sma,de[3],stddev,,
mfcc,sma,de[3],skewness,,
mfcc,sma,de[3],kurtosis,,
mfcc,sma,de[3],meanSegLen,,
mfcc,sma,de[3],maxSegLen,,
mfcc,sma,de[3],minSegLen,,
mfcc,sma,de[3],segLenStddev,,
mfcc,sma,de[3],upleveltime25,,
mfcc,sma,de[3],upleveltime50,,
mfcc,sma,de[3],upleveltime75,,
mfcc,sma,de[3],upleveltime90,,
mfcc,sma,de[3],risetime,,
mfcc,sma,de[3],leftctime,,
mfcc,sma,de[3],lpgain,,
mfcc,sma,de[3],lpc0,,
mfcc,sma,de[3],lpc1,,
mfcc,sma,de[3],lpc2,,
mfcc,sma,de[3],lpc3,,
mfcc,sma,de[3],lpc4,,
mfcc,sma,de[4],range,,
mfcc,sma,de[4],maxPos,,
mfcc,sma,de[4],minPos,,
mfcc,sma,de[4],quartile1,,
mfcc,sma,de[4],quartile2,,
mfcc,sma,de[4],quartile3,,
mfcc,sma,de[4],iqr1-2,,
mfcc,sma,de[4],iqr2-3,,
mfcc,sma,de[4],iqr1-3,,
mfcc,sma,de[4],percentile1.0,,
mfcc,sma,de[4],percentile99.0,,
mfcc,sma,de[4],pctlrange0-1,,
mfcc,sma,de[4],stddev,,
mfcc,sma,de[4],skewness,,
mfcc,sma,de[4],kurtosis,,
mfcc,sma,de[4],meanSegLen,,
mfcc,sma,de[4],maxSegLen,,
mfcc,sma,de[4],minSegLen,,
mfcc,sma,de[4],segLenStddev,,
mfcc,sma,de[4],upleveltime25,,
mfcc,sma,de[4],upleveltime50,,
mfcc,sma,de[4],upleveltime75,,
mfcc,sma,de[4],upleveltime90,,
mfcc,sma,de[4],risetime,,
mfcc,sma,de[4],leftctime,,
mfcc,sma,de[4],lpgain,,
mfcc,sma,de[4],lpc0,,
mfcc,sma,de[4],lpc1,,
mfcc,sma,de[4],lpc2,,
mfcc,sma,de[4],lpc3,,
mfcc,sma,de[4],lpc4,,
mfcc,sma,de[5],range,,
mfcc,sma,de[5],maxPos,,
mfcc,sma,de[5],minPos,,
mfcc,sma,de[5],quartile1,,
mfcc,sma,de[5],quartile2,,
mfcc,sma,de[5],quartile3,,
mfcc,sma,de[5],iqr1-2,,
mfcc,sma,de[5],iqr2-3,,
mfcc,sma,de[5],iqr1-3,,
mfcc,sma,de[5],percentile1.0,,
mfcc,sma,de[5],percentile99.0,,
mfcc,sma,de[5],pctlrange0-1,,
mfcc,sma,de[5],stddev,,
mfcc,sma,de[5],skewness,,
mfcc,sma,de[5],kurtosis,,
mfcc,sma,de[5],meanSegLen,,
mfcc,sma,de[5],maxSegLen,,
mfcc,sma,de[5],minSegLen,,
mfcc,sma,de[5],segLenStddev,,
mfcc,sma,de[5],upleveltime25,,
mfcc,sma,de[5],upleveltime50,,
mfcc,sma,de[5],upleveltime75,,
mfcc,sma,de[5],upleveltime90,,
mfcc,sma,de[5],risetime,,
mfcc,sma,de[5],leftctime,,
mfcc,sma,de[5],lpgain,,
mfcc,sma,de[5],lpc0,,
mfcc,sma,de[5],lpc1,,
mfcc,sma,de[5],lpc2,,
mfcc,sma,de[5],lpc3,,
mfcc,sma,de[5],lpc4,,
mfcc,sma,de[6],range,,
mfcc,sma,de[6],maxPos,,
mfcc,sma,de[6],minPos,,
mfcc,sma,de[6],quartile1,,
mfcc,sma,de[6],quartile2,,
mfcc,sma,de[6],quartile3,,
mfcc,sma,de[6],iqr1-2,,
mfcc,sma,de[6],iqr2-3,,
mfcc,sma,de[6],iqr1-3,,
mfcc,sma,de[6],percentile1.0,,
mfcc,sma,de[6],percentile99.0,,
mfcc,sma,de[6],pctlrange0-1,,
mfcc,sma,de[6],stddev,,
mfcc,sma,de[6],skewness,,
mfcc,sma,de[6],kurtosis,,
mfcc,sma,de[6],meanSegLen,,
mfcc,sma,de[6],maxSegLen,,
mfcc,sma,de[6],minSegLen,,
mfcc,sma,de[6],segLenStddev,,
mfcc,sma,de[6],upleveltime25,,
mfcc,sma,de[6],upleveltime50,,
mfcc,sma,de[6],upleveltime75,,
mfcc,sma,de[6],upleveltime90,,
mfcc,sma,de[6],risetime,,
mfcc,sma,de[6],leftctime,,
mfcc,sma,de[6],lpgain,,
mfcc,sma,de[6],lpc0,,
mfcc,sma,de[6],lpc1,,
mfcc,sma,de[6],lpc2,,
mfcc,sma,de[6],lpc3,,
mfcc,sma,de[6],lpc4,,
mfcc,sma,de[7],range,,
mfcc,sma,de[7],maxPos,,
mfcc,sma,de[7],minPos,,
mfcc,sma,de[7],quartile1,,
mfcc,sma,de[7],quartile2,,
mfcc,sma,de[7],quartile3,,
mfcc,sma,de[7],iqr1-2,,
mfcc,sma,de[7],iqr2-3,,
mfcc,sma,de[7],iqr1-3,,
mfcc,sma,de[7],percentile1.0,,
mfcc,sma,de[7],percentile99.0,,
mfcc,sma,de[7],pctlrange0-1,,
mfcc,sma,de[7],stddev,,
mfcc,sma,de[7],skewness,,
mfcc,sma,de[7],kurtosis,,
mfcc,sma,de[7],meanSegLen,,
mfcc,sma,de[7],maxSegLen,,
mfcc,sma,de[7],minSegLen,,
mfcc,sma,de[7],segLenStddev,,
mfcc,sma,de[7],upleveltime25,,
mfcc,sma,de[7],upleveltime50,,
mfcc,sma,de[7],upleveltime75,,
mfcc,sma,de[7],upleveltime90,,
mfcc,sma,de[7],risetime,,
mfcc,sma,de[7],leftctime,,
mfcc,sma,de[7],lpgain,,
mfcc,sma,de[7],lpc0,,
mfcc,sma,de[7],lpc1,,
mfcc,sma,de[7],lpc2,,
mfcc,sma,de[7],lpc3,,
mfcc,sma,de[7],lpc4,,
mfcc,sma,de[8],range,,
mfcc,sma,de[8],maxPos,,
mfcc,sma,de[8],minPos,,
mfcc,sma,de[8],quartile1,,
mfcc,sma,de[8],quartile2,,
mfcc,sma,de[8],quartile3,,
mfcc,sma,de[8],iqr1-2,,
mfcc,sma,de[8],iqr2-3,,
mfcc,sma,de[8],iqr1-3,,
mfcc,sma,de[8],percentile1.0,,
mfcc,sma,de[8],percentile99.0,,
mfcc,sma,de[8],pctlrange0-1,,
mfcc,sma,de[8],stddev,,
mfcc,sma,de[8],skewness,,
mfcc,sma,de[8],kurtosis,,
mfcc,sma,de[8],meanSegLen,,
mfcc,sma,de[8],maxSegLen,,
mfcc,sma,de[8],minSegLen,,
mfcc,sma,de[8],segLenStddev,,
mfcc,sma,de[8],upleveltime25,,
mfcc,sma,de[8],upleveltime50,,
mfcc,sma,de[8],upleveltime75,,
mfcc,sma,de[8],upleveltime90,,
mfcc,sma,de[8],risetime,,
mfcc,sma,de[8],leftctime,,
mfcc,sma,de[8],lpgain,,
mfcc,sma,de[8],lpc0,,
mfcc,sma,de[8],lpc1,,
mfcc,sma,de[8],lpc2,,
mfcc,sma,de[8],lpc3,,
mfcc,sma,de[8],lpc4,,
mfcc,sma,de[9],range,,
mfcc,sma,de[9],maxPos,,
mfcc,sma,de[9],minPos,,
mfcc,sma,de[9],quartile1,,
mfcc,sma,de[9],quartile2,,
mfcc,sma,de[9],quartile3,,
mfcc,sma,de[9],iqr1-2,,
mfcc,sma,de[9],iqr2-3,,
mfcc,sma,de[9],iqr1-3,,
mfcc,sma,de[9],percentile1.0,,
mfcc,sma,de[9],percentile99.0,,
mfcc,sma,de[9],pctlrange0-1,,
mfcc,sma,de[9],stddev,,
mfcc,sma,de[9],skewness,,
mfcc,sma,de[9],kurtosis,,
mfcc,sma,de[9],meanSegLen,,
mfcc,sma,de[9],maxSegLen,,
mfcc,sma,de[9],minSegLen,,
mfcc,sma,de[9],segLenStddev,,
mfcc,sma,de[9],upleveltime25,,
mfcc,sma,de[9],upleveltime50,,
mfcc,sma,de[9],upleveltime75,,
mfcc,sma,de[9],upleveltime90,,
mfcc,sma,de[9],risetime,,
mfcc,sma,de[9],leftctime,,
mfcc,sma,de[9],lpgain,,
mfcc,sma,de[9],lpc0,,
mfcc,sma,de[9],lpc1,,
mfcc,sma,de[9],lpc2,,
mfcc,sma,de[9],lpc3,,
mfcc,sma,de[9],lpc4,,
mfcc,sma,de[10],range,,
mfcc,sma,de[10],maxPos,,
mfcc,sma,de[10],minPos,,
mfcc,sma,de[10],quartile1,,
mfcc,sma,de[10],quartile2,,
mfcc,sma,de[10],quartile3,,
mfcc,sma,de[10],iqr1-2,,
mfcc,sma,de[10],iqr2-3,,
mfcc,sma,de[10],iqr1-3,,
mfcc,sma,de[10],percentile1.0,,
mfcc,sma,de[10],percentile99.0,,
mfcc,sma,de[10],pctlrange0-1,,
mfcc,sma,de[10],stddev,,
mfcc,sma,de[10],skewness,,
mfcc,sma,de[10],kurtosis,,
mfcc,sma,de[10],meanSegLen,,
mfcc,sma,de[10],maxSegLen,,
mfcc,sma,de[10],minSegLen,,
mfcc,sma,de[10],segLenStddev,,
mfcc,sma,de[10],upleveltime25,,
mfcc,sma,de[10],upleveltime50,,
mfcc,sma,de[10],upleveltime75,,
mfcc,sma,de[10],upleveltime90,,
mfcc,sma,de[10],risetime,,
mfcc,sma,de[10],leftctime,,
mfcc,sma,de[10],lpgain,,
mfcc,sma,de[10],lpc0,,
mfcc,sma,de[10],lpc1,,
mfcc,sma,de[10],lpc2,,
mfcc,sma,de[10],lpc3,,
mfcc,sma,de[10],lpc4,,
mfcc,sma,de[11],range,,
mfcc,sma,de[11],maxPos,,
mfcc,sma,de[11],minPos,,
mfcc,sma,de[11],quartile1,,
mfcc,sma,de[11],quartile2,,
mfcc,sma,de[11],quartile3,,
mfcc,sma,de[11],iqr1-2,,
mfcc,sma,de[11],iqr2-3,,
mfcc,sma,de[11],iqr1-3,,
mfcc,sma,de[11],percentile1.0,,
mfcc,sma,de[11],percentile99.0,,
mfcc,sma,de[11],pctlrange0-1,,
mfcc,sma,de[11],stddev,,
mfcc,sma,de[11],skewness,,
mfcc,sma,de[11],kurtosis,,
mfcc,sma,de[11],meanSegLen,,
mfcc,sma,de[11],maxSegLen,,
mfcc,sma,de[11],minSegLen,,
mfcc,sma,de[11],segLenStddev,,
mfcc,sma,de[11],upleveltime25,,
mfcc,sma,de[11],upleveltime50,,
mfcc,sma,de[11],upleveltime75,,
mfcc,sma,de[11],upleveltime90,,
mfcc,sma,de[11],risetime,,
mfcc,sma,de[11],leftctime,,
mfcc,sma,de[11],lpgain,,
mfcc,sma,de[11],lpc0,,
mfcc,sma,de[11],lpc1,,
mfcc,sma,de[11],lpc2,,
mfcc,sma,de[11],lpc3,,
mfcc,sma,de[11],lpc4,,
mfcc,sma,de[12],range,,
mfcc,sma,de[12],maxPos,,
mfcc,sma,de[12],minPos,,
mfcc,sma,de[12],quartile1,,
mfcc,sma,de[12],quartile2,,
mfcc,sma,de[12],quartile3,,
mfcc,sma,de[12],iqr1-2,,
mfcc,sma,de[12],iqr2-3,,
mfcc,sma,de[12],iqr1-3,,
mfcc,sma,de[12],percentile1.0,,
mfcc,sma,de[12],percentile99.0,,
mfcc,sma,de[12],pctlrange0-1,,
mfcc,sma,de[12],stddev,,
mfcc,sma,de[12],skewness,,
mfcc,sma,de[12],kurtosis,,
mfcc,sma,de[12],meanSegLen,,
mfcc,sma,de[12],maxSegLen,,
mfcc,sma,de[12],minSegLen,,
mfcc,sma,de[12],segLenStddev,,
mfcc,sma,de[12],upleveltime25,,
mfcc,sma,de[12],upleveltime50,,
mfcc,sma,de[12],upleveltime75,,
mfcc,sma,de[12],upleveltime90,,
mfcc,sma,de[12],risetime,,
mfcc,sma,de[12],leftctime,,
mfcc,sma,de[12],lpgain,,
mfcc,sma,de[12],lpc0,,
mfcc,sma,de[12],lpc1,,
mfcc,sma,de[12],lpc2,,
mfcc,sma,de[12],lpc3,,
mfcc,sma,de[12],lpc4,,
mfcc,sma,de[13],range,,
mfcc,sma,de[13],maxPos,,
mfcc,sma,de[13],minPos,,
mfcc,sma,de[13],quartile1,,
mfcc,sma,de[13],quartile2,,
mfcc,sma,de[13],quartile3,,
mfcc,sma,de[13],iqr1-2,,
mfcc,sma,de[13],iqr2-3,,
mfcc,sma,de[13],iqr1-3,,
mfcc,sma,de[13],percentile1.0,,
mfcc,sma,de[13],percentile99.0,,
mfcc,sma,de[13],pctlrange0-1,,
mfcc,sma,de[13],stddev,,
mfcc,sma,de[13],skewness,,
mfcc,sma,de[13],kurtosis,,
mfcc,sma,de[13],meanSegLen,,
mfcc,sma,de[13],maxSegLen,,
mfcc,sma,de[13],minSegLen,,
mfcc,sma,de[13],segLenStddev,,
mfcc,sma,de[13],upleveltime25,,
mfcc,sma,de[13],upleveltime50,,
mfcc,sma,de[13],upleveltime75,,
mfcc,sma,de[13],upleveltime90,,
mfcc,sma,de[13],risetime,,
mfcc,sma,de[13],leftctime,,
mfcc,sma,de[13],lpgain,,
mfcc,sma,de[13],lpc0,,
mfcc,sma,de[13],lpc1,,
mfcc,sma,de[13],lpc2,,
mfcc,sma,de[13],lpc3,,
mfcc,sma,de[13],lpc4,,
mfcc,sma,de[14],range,,
mfcc,sma,de[14],maxPos,,
mfcc,sma,de[14],minPos,,
mfcc,sma,de[14],quartile1,,
mfcc,sma,de[14],quartile2,,
mfcc,sma,de[14],quartile3,,
mfcc,sma,de[14],iqr1-2,,
mfcc,sma,de[14],iqr2-3,,
mfcc,sma,de[14],iqr1-3,,
mfcc,sma,de[14],percentile1.0,,
mfcc,sma,de[14],percentile99.0,,
mfcc,sma,de[14],pctlrange0-1,,
mfcc,sma,de[14],stddev,,
mfcc,sma,de[14],skewness,,
mfcc,sma,de[14],kurtosis,,
mfcc,sma,de[14],meanSegLen,,
mfcc,sma,de[14],maxSegLen,,
mfcc,sma,de[14],minSegLen,,
mfcc,sma,de[14],segLenStddev,,
mfcc,sma,de[14],upleveltime25,,
mfcc,sma,de[14],upleveltime50,,
mfcc,sma,de[14],upleveltime75,,
mfcc,sma,de[14],upleveltime90,,
mfcc,sma,de[14],risetime,,
mfcc,sma,de[14],leftctime,,
mfcc,sma,de[14],lpgain,,
mfcc,sma,de[14],lpc0,,
mfcc,sma,de[14],lpc1,,
mfcc,sma,de[14],lpc2,,
mfcc,sma,de[14],lpc3,,
mfcc,sma,de[14],lpc4,,
F0final,sma,amean,,,
F0final,sma,flatness,,,
F0final,sma,posamean,,,
F0final,sma,rqmean,,,
F0final,sma,range,,,
F0final,sma,maxPos,,,
F0final,sma,minPos,,,
F0final,sma,linregc1,,,
F0final,sma,linregc2,,,
F0final,sma,linregerrQ,,,
F0final,sma,qregc1,,,
F0final,sma,qregc2,,,
F0final,sma,qregc3,,,
F0final,sma,qregerrQ,,,
F0final,sma,centroid,,,
F0final,sma,quartile1,,,
F0final,sma,quartile2,,,
F0final,sma,quartile3,,,
F0final,sma,iqr1-2,,,
F0final,sma,iqr2-3,,,
F0final,sma,iqr1-3,,,
F0final,sma,percentile1.0,,,
F0final,sma,percentile99.0,,,
F0final,sma,pctlrange0-1,,,
F0final,sma,stddev,,,
F0final,sma,skewness,,,
F0final,sma,kurtosis,,,
F0final,sma,upleveltime25,,,
F0final,sma,upleveltime50,,,
F0final,sma,upleveltime75,,,
F0final,sma,upleveltime90,,,
F0final,sma,risetime,,,
F0final,sma,leftctime,,,
F0final,sma,lpgain,,,
F0final,sma,lpc0,,,
F0final,sma,lpc1,,,
F0final,sma,lpc2,,,
F0final,sma,lpc3,,,
F0final,sma,lpc4,,,
voicingFinalUnclipped,sma,amean,,,
voicingFinalUnclipped,sma,flatness,,,
voicingFinalUnclipped,sma,posamean,,,
voicingFinalUnclipped,sma,rqmean,,,
voicingFinalUnclipped,sma,range,,,
voicingFinalUnclipped,sma,maxPos,,,
voicingFinalUnclipped,sma,minPos,,,
voicingFinalUnclipped,sma,linregc1,,,
voicingFinalUnclipped,sma,linregc2,,,
voicingFinalUnclipped,sma,linregerrQ,,,
voicingFinalUnclipped,sma,qregc1,,,
voicingFinalUnclipped,sma,qregc2,,,
voicingFinalUnclipped,sma,qregc3,,,
voicingFinalUnclipped,sma,qregerrQ,,,
voicingFinalUnclipped,sma,centroid,,,
voicingFinalUnclipped,sma,quartile1,,,
voicingFinalUnclipped,sma,quartile2,,,
voicingFinalUnclipped,sma,quartile3,,,
voicingFinalUnclipped,sma,iqr1-2,,,
voicingFinalUnclipped,sma,iqr2-3,,,
voicingFinalUnclipped,sma,iqr1-3,,,
voicingFinalUnclipped,sma,percentile1.0,,,
voicingFinalUnclipped,sma,percentile99.0,,,
voicingFinalUnclipped,sma,pctlrange0-1,,,
voicingFinalUnclipped,sma,stddev,,,
voicingFinalUnclipped,sma,skewness,,,
voicingFinalUnclipped,sma,kurtosis,,,
voicingFinalUnclipped,sma,upleveltime25,,,
voicingFinalUnclipped,sma,upleveltime50,,,
voicingFinalUnclipped,sma,upleveltime75,,,
voicingFinalUnclipped,sma,upleveltime90,,,
voicingFinalUnclipped,sma,risetime,,,
voicingFinalUnclipped,sma,leftctime,,,
voicingFinalUnclipped,sma,lpgain,,,
voicingFinalUnclipped,sma,lpc0,,,
voicingFinalUnclipped,sma,lpc1,,,
voicingFinalUnclipped,sma,lpc2,,,
voicingFinalUnclipped,sma,lpc3,,,
voicingFinalUnclipped,sma,lpc4,,,
jitterLocal,sma,amean,,,
jitterLocal,sma,flatness,,,
jitterLocal,sma,posamean,,,
jitterLocal,sma,rqmean,,,
jitterLocal,sma,range,,,
jitterLocal,sma,maxPos,,,
jitterLocal,sma,minPos,,,
jitterLocal,sma,linregc1,,,
jitterLocal,sma,linregc2,,,
jitterLocal,sma,linregerrQ,,,
jitterLocal,sma,qregc1,,,
jitterLocal,sma,qregc2,,,
jitterLocal,sma,qregc3,,,
jitterLocal,sma,qregerrQ,,,
jitterLocal,sma,centroid,,,
jitterLocal,sma,quartile1,,,
jitterLocal,sma,quartile2,,,
jitterLocal,sma,quartile3,,,
jitterLocal,sma,iqr1-2,,,
jitterLocal,sma,iqr2-3,,,
jitterLocal,sma,iqr1-3,,,
jitterLocal,sma,percentile1.0,,,
jitterLocal,sma,percentile99.0,,,
jitterLocal,sma,pctlrange0-1,,,
jitterLocal,sma,stddev,,,
jitterLocal,sma,skewness,,,
jitterLocal,sma,kurtosis,,,
jitterLocal,sma,upleveltime25,,,
jitterLocal,sma,upleveltime50,,,
jitterLocal,sma,upleveltime75,,,
jitterLocal,sma,upleveltime90,,,
jitterLocal,sma,risetime,,,
jitterLocal,sma,leftctime,,,
jitterLocal,sma,lpgain,,,
jitterLocal,sma,lpc0,,,
jitterLocal,sma,lpc1,,,
jitterLocal,sma,lpc2,,,
jitterLocal,sma,lpc3,,,
jitterLocal,sma,lpc4,,,
jitterDDP,sma,amean,,,
jitterDDP,sma,flatness,,,
jitterDDP,sma,posamean,,,
jitterDDP,sma,rqmean,,,
jitterDDP,sma,range,,,
jitterDDP,sma,maxPos,,,
jitterDDP,sma,minPos,,,
jitterDDP,sma,linregc1,,,
jitterDDP,sma,linregc2,,,
jitterDDP,sma,linregerrQ,,,
jitterDDP,sma,qregc1,,,
jitterDDP,sma,qregc2,,,
jitterDDP,sma,qregc3,,,
jitterDDP,sma,qregerrQ,,,
jitterDDP,sma,centroid,,,
jitterDDP,sma,quartile1,,,
jitterDDP,sma,quartile2,,,
jitterDDP,sma,quartile3,,,
jitterDDP,sma,iqr1-2,,,
jitterDDP,sma,iqr2-3,,,
jitterDDP,sma,iqr1-3,,,
jitterDDP,sma,percentile1.0,,,
jitterDDP,sma,percentile99.0,,,
jitterDDP,sma,pctlrange0-1,,,
jitterDDP,sma,stddev,,,
jitterDDP,sma,skewness,,,
jitterDDP,sma,kurtosis,,,
jitterDDP,sma,upleveltime25,,,
jitterDDP,sma,upleveltime50,,,
jitterDDP,sma,upleveltime75,,,
jitterDDP,sma,upleveltime90,,,
jitterDDP,sma,risetime,,,
jitterDDP,sma,leftctime,,,
jitterDDP,sma,lpgain,,,
jitterDDP,sma,lpc0,,,
jitterDDP,sma,lpc1,,,
jitterDDP,sma,lpc2,,,
jitterDDP,sma,lpc3,,,
jitterDDP,sma,lpc4,,,
shimmerLocal,sma,amean,,,
shimmerLocal,sma,flatness,,,
shimmerLocal,sma,posamean,,,
shimmerLocal,sma,rqmean,,,
shimmerLocal,sma,range,,,
shimmerLocal,sma,maxPos,,,
shimmerLocal,sma,minPos,,,
shimmerLocal,sma,linregc1,,,
shimmerLocal,sma,linregc2,,,
shimmerLocal,sma,linregerrQ,,,
shimmerLocal,sma,qregc1,,,
shimmerLocal,sma,qregc2,,,
shimmerLocal,sma,qregc3,,,
shimmerLocal,sma,qregerrQ,,,
shimmerLocal,sma,centroid,,,
shimmerLocal,sma,quartile1,,,
shimmerLocal,sma,quartile2,,,
shimmerLocal,sma,quartile3,,,
shimmerLocal,sma,iqr1-2,,,
shimmerLocal,sma,iqr2-3,,,
shimmerLocal,sma,iqr1-3,,,
shimmerLocal,sma,percentile1.0,,,
shimmerLocal,sma,percentile99.0,,,
shimmerLocal,sma,pctlrange0-1,,,
shimmerLocal,sma,stddev,,,
shimmerLocal,sma,skewness,,,
shimmerLocal,sma,kurtosis,,,
shimmerLocal,sma,upleveltime25,,,
shimmerLocal,sma,upleveltime50,,,
shimmerLocal,sma,upleveltime75,,,
shimmerLocal,sma,upleveltime90,,,
shimmerLocal,sma,risetime,,,
shimmerLocal,sma,leftctime,,,
shimmerLocal,sma,lpgain,,,
shimmerLocal,sma,lpc0,,,
shimmerLocal,sma,lpc1,,,
shimmerLocal,sma,lpc2,,,
shimmerLocal,sma,lpc3,,,
shimmerLocal,sma,lpc4,,,
logHNR,sma,amean,,,
logHNR,sma,flatness,,,
logHNR,sma,posamean,,,
logHNR,sma,rqmean,,,
logHNR,sma,range,,,
logHNR,sma,maxPos,,,
logHNR,sma,minPos,,,
logHNR,sma,linregc1,,,
