Field1,Field2,Field3,Field4,Field5,Field6
audSpec,Rfilt,sma,de[6],lpc3,
audSpec,Rfilt,sma,de[6],lpc4,
audSpec,Rfilt,sma,de[7],range,
audSpec,Rfilt,sma,de[7],maxPos,
audSpec,Rfilt,sma,de[7],minPos,
audSpec,Rfilt,sma,de[7],quartile1,
audSpec,Rfilt,sma,de[7],quartile2,
audSpec,Rfilt,sma,de[7],quartile3,
audSpec,Rfilt,sma,de[7],iqr1-2,
audSpec,Rfilt,sma,de[7],iqr2-3,
audSpec,Rfilt,sma,de[7],iqr1-3,
audSpec,Rfilt,sma,de[7],percentile1.0,
audSpec,Rfilt,sma,de[7],percentile99.0,
audSpec,Rfilt,sma,de[7],pctlrange0-1,
audSpec,Rfilt,sma,de[7],stddev,
audSpec,Rfilt,sma,de[7],skewness,
audSpec,Rfilt,sma,de[7],kurtosis,
audSpec,Rfilt,sma,de[7],meanSegLen,
audSpec,Rfilt,sma,de[7],maxSegLen,
audSpec,Rfilt,sma,de[7],minSegLen,
audSpec,Rfilt,sma,de[7],segLenStddev,
audSpec,Rfilt,sma,de[7],upleveltime25,
audSpec,Rfilt,sma,de[7],upleveltime50,
audSpec,Rfilt,sma,de[7],upleveltime75,
audSpec,Rfilt,sma,de[7],upleveltime90,
audSpec,Rfilt,sma,de[7],risetime,
audSpec,Rfilt,sma,de[7],leftctime,
audSpec,Rfilt,sma,de[7],lpgain,
audSpec,Rfilt,sma,de[7],lpc0,
audSpec,Rfilt,sma,de[7],lpc1,
audSpec,Rfilt,sma,de[7],lpc2,
audSpec,Rfilt,sma,de[7],lpc3,
audSpec,Rfilt,sma,de[7],lpc4,
audSpec,Rfilt,sma,de[8],range,
audSpec,Rfilt,sma,de[8],maxPos,
audSpec,Rfilt,sma,de[8],minPos,
audSpec,Rfilt,sma,de[8],quartile1,
audSpec,Rfilt,sma,de[8],quartile2,
audSpec,Rfilt,sma,de[8],quartile3,
audSpec,Rfilt,sma,de[8],iqr1-2,
audSpec,Rfilt,sma,de[8],iqr2-3,
audSpec,Rfilt,sma,de[8],iqr1-3,
audSpec,Rfilt,sma,de[8],percentile1.0,
audSpec,Rfilt,sma,de[8],percentile99.0,
audSpec,Rfilt,sma,de[8],pctlrange0-1,
audSpec,Rfilt,sma,de[8],stddev,
audSpec,Rfilt,sma,de[8],skewness,
audSpec,Rfilt,sma,de[8],kurtosis,
audSpec,Rfilt,sma,de[8],meanSegLen,
audSpec,Rfilt,sma,de[8],maxSegLen,
audSpec,Rfilt,sma,de[8],minSegLen,
audSpec,Rfilt,sma,de[8],segLenStddev,
audSpec,Rfilt,sma,de[8],upleveltime25,
audSpec,Rfilt,sma,de[8],upleveltime50,
audSpec,Rfilt,sma,de[8],upleveltime75,
audSpec,Rfilt,sma,de[8],upleveltime90,
audSpec,Rfilt,sma,de[8],risetime,
audSpec,Rfilt,sma,de[8],leftctime,
audSpec,Rfilt,sma,de[8],lpgain,
audSpec,Rfilt,sma,de[8],lpc0,
audSpec,Rfilt,sma,de[8],lpc1,
audSpec,Rfilt,sma,de[8],lpc2,
audSpec,Rfilt,sma,de[8],lpc3,
audSpec,Rfilt,sma,de[8],lpc4,
audSpec,Rfilt,sma,de[9],range,
audSpec,Rfilt,sma,de[9],maxPos,
audSpec,Rfilt,sma,de[9],minPos,
audSpec,Rfilt,sma,de[9],quartile1,
audSpec,Rfilt,sma,de[9],quartile2,
audSpec,Rfilt,sma,de[9],quartile3,
audSpec,Rfilt,sma,de[9],iqr1-2,
audSpec,Rfilt,sma,de[9],iqr2-3,
audSpec,Rfilt,sma,de[9],iqr1-3,
audSpec,Rfilt,sma,de[9],percentile1.0,
audSpec,Rfilt,sma,de[9],percentile99.0,
audSpec,Rfilt,sma,de[9],pctlrange0-1,
audSpec,Rfilt,sma,de[9],stddev,
audSpec,Rfilt,sma,de[9],skewness,
audSpec,Rfilt,sma,de[9],kurtosis,
audSpec,Rfilt,sma,de[9],meanSegLen,
audSpec,Rfilt,sma,de[9],maxSegLen,
audSpec,Rfilt,sma,de[9],minSegLen,
audSpec,Rfilt,sma,de[9],segLenStddev,
audSpec,Rfilt,sma,de[9],upleveltime25,
audSpec,Rfilt,sma,de[9],upleveltime50,
audSpec,Rfilt,sma,de[9],upleveltime75,
audSpec,Rfilt,sma,de[9],upleveltime90,
audSpec,Rfilt,sma,de[9],risetime,
audSpec,Rfilt,sma,de[9],leftctime,
audSpec,Rfilt,sma,de[9],lpgain,
audSpec,Rfilt,sma,de[9],lpc0,
audSpec,Rfilt,sma,de[9],lpc1,
audSpec,Rfilt,sma,de[9],lpc2,
audSpec,Rfilt,sma,de[9],lpc3,
audSpec,Rfilt,sma,de[9],lpc4,
audSpec,Rfilt,sma,de[10],range,
audSpec,Rfilt,sma,de[10],maxPos,
audSpec,Rfilt,sma,de[10],minPos,
audSpec,Rfilt,sma,de[10],quartile1,
audSpec,Rfilt,sma,de[10],quartile2,
audSpec,Rfilt,sma,de[10],quartile3,
audSpec,Rfilt,sma,de[10],iqr1-2,
audSpec,Rfilt,sma,de[10],iqr2-3,
audSpec,Rfilt,sma,de[10],iqr1-3,
audSpec,Rfilt,sma,de[10],percentile1.0,
audSpec,Rfilt,sma,de[10],percentile99.0,
audSpec,Rfilt,sma,de[10],pctlrange0-1,
audSpec,Rfilt,sma,de[10],stddev,
audSpec,Rfilt,sma,de[10],skewness,
audSpec,Rfilt,sma,de[10],kurtosis,
audSpec,Rfilt,sma,de[10],meanSegLen,
audSpec,Rfilt,sma,de[10],maxSegLen,
audSpec,Rfilt,sma,de[10],minSegLen,
audSpec,Rfilt,sma,de[10],segLenStddev,
audSpec,Rfilt,sma,de[10],upleveltime25,
audSpec,Rfilt,sma,de[10],upleveltime50,
audSpec,Rfilt,sma,de[10],upleveltime75,
audSpec,Rfilt,sma,de[10],upleveltime90,
audSpec,Rfilt,sma,de[10],risetime,
audSpec,Rfilt,sma,de[10],leftctime,
audSpec,Rfilt,sma,de[10],lpgain,
audSpec,Rfilt,sma,de[10],lpc0,
audSpec,Rfilt,sma,de[10],lpc1,
audSpec,Rfilt,sma,de[10],lpc2,
audSpec,Rfilt,sma,de[10],lpc3,
audSpec,Rfilt,sma,de[10],lpc4,
audSpec,Rfilt,sma,de[11],range,
audSpec,Rfilt,sma,de[11],maxPos,
audSpec,Rfilt,sma,de[11],minPos,
audSpec,Rfilt,sma,de[11],quartile1,
audSpec,Rfilt,sma,de[11],quartile2,
audSpec,Rfilt,sma,de[11],quartile3,
audSpec,Rfilt,sma,de[11],iqr1-2,
audSpec,Rfilt,sma,de[11],iqr2-3,
audSpec,Rfilt,sma,de[11],iqr1-3,
audSpec,Rfilt,sma,de[11],percentile1.0,
audSpec,Rfilt,sma,de[11],percentile99.0,
audSpec,Rfilt,sma,de[11],pctlrange0-1,
audSpec,Rfilt,sma,de[11],stddev,
audSpec,Rfilt,sma,de[11],skewness,
audSpec,Rfilt,sma,de[11],kurtosis,
audSpec,Rfilt,sma,de[11],meanSegLen,
audSpec,Rfilt,sma,de[11],maxSegLen,
audSpec,Rfilt,sma,de[11],minSegLen,
audSpec,Rfilt,sma,de[11],segLenStddev,
audSpec,Rfilt,sma,de[11],upleveltime25,
audSpec,Rfilt,sma,de[11],upleveltime50,
audSpec,Rfilt,sma,de[11],upleveltime75,
audSpec,Rfilt,sma,de[11],upleveltime90,
audSpec,Rfilt,sma,de[11],risetime,
audSpec,Rfilt,sma,de[11],leftctime,
audSpec,Rfilt,sma,de[11],lpgain,
audSpec,Rfilt,sma,de[11],lpc0,
audSpec,Rfilt,sma,de[11],lpc1,
audSpec,Rfilt,sma,de[11],lpc2,
audSpec,Rfilt,sma,de[11],lpc3,
audSpec,Rfilt,sma,de[11],lpc4,
audSpec,Rfilt,sma,de[12],range,
audSpec,Rfilt,sma,de[12],maxPos,
audSpec,Rfilt,sma,de[12],minPos,
audSpec,Rfilt,sma,de[12],quartile1,
audSpec,Rfilt,sma,de[12],quartile2,
audSpec,Rfilt,sma,de[12],quartile3,
audSpec,Rfilt,sma,de[12],iqr1-2,
audSpec,Rfilt,sma,de[12],iqr2-3,
audSpec,Rfilt,sma,de[12],iqr1-3,
audSpec,Rfilt,sma,de[12],percentile1.0,
audSpec,Rfilt,sma,de[12],percentile99.0,
audSpec,Rfilt,sma,de[12],pctlrange0-1,
audSpec,Rfilt,sma,de[12],stddev,
audSpec,Rfilt,sma,de[12],skewness,
audSpec,Rfilt,sma,de[12],kurtosis,
audSpec,Rfilt,sma,de[12],meanSegLen,
audSpec,Rfilt,sma,de[12],maxSegLen,
audSpec,Rfilt,sma,de[12],minSegLen,
audSpec,Rfilt,sma,de[12],segLenStddev,
audSpec,Rfilt,sma,de[12],upleveltime25,
audSpec,Rfilt,sma,de[12],upleveltime50,
audSpec,Rfilt,sma,de[12],upleveltime75,
audSpec,Rfilt,sma,de[12],upleveltime90,
audSpec,Rfilt,sma,de[12],risetime,
audSpec,Rfilt,sma,de[12],leftctime,
audSpec,Rfilt,sma,de[12],lpgain,
audSpec,Rfilt,sma,de[12],lpc0,
audSpec,Rfilt,sma,de[12],lpc1,
audSpec,Rfilt,sma,de[12],lpc2,
audSpec,Rfilt,sma,de[12],lpc3,
audSpec,Rfilt,sma,de[12],lpc4,
audSpec,Rfilt,sma,de[13],range,
audSpec,Rfilt,sma,de[13],maxPos,
audSpec,Rfilt,sma,de[13],minPos,
audSpec,Rfilt,sma,de[13],quartile1,
audSpec,Rfilt,sma,de[13],quartile2,
audSpec,Rfilt,sma,de[13],quartile3,
audSpec,Rfilt,sma,de[13],iqr1-2,
audSpec,Rfilt,sma,de[13],iqr2-3,
audSpec,Rfilt,sma,de[13],iqr1-3,
audSpec,Rfilt,sma,de[13],percentile1.0,
audSpec,Rfilt,sma,de[13],percentile99.0,
audSpec,Rfilt,sma,de[13],pctlrange0-1,
audSpec,Rfilt,sma,de[13],stddev,
audSpec,Rfilt,sma,de[13],skewness,
audSpec,Rfilt,sma,de[13],kurtosis,
audSpec,Rfilt,sma,de[13],meanSegLen,
audSpec,Rfilt,sma,de[13],maxSegLen,
audSpec,Rfilt,sma,de[13],minSegLen,
audSpec,Rfilt,sma,de[13],segLenStddev,
audSpec,Rfilt,sma,de[13],upleveltime25,
audSpec,Rfilt,sma,de[13],upleveltime50,
audSpec,Rfilt,sma,de[13],upleveltime75,
audSpec,Rfilt,sma,de[13],upleveltime90,
audSpec,Rfilt,sma,de[13],risetime,
audSpec,Rfilt,sma,de[13],leftctime,
audSpec,Rfilt,sma,de[13],lpgain,
audSpec,Rfilt,sma,de[13],lpc0,
audSpec,Rfilt,sma,de[13],lpc1,
audSpec,Rfilt,sma,de[13],lpc2,
audSpec,Rfilt,sma,de[13],lpc3,
audSpec,Rfilt,sma,de[13],lpc4,
audSpec,Rfilt,sma,de[14],range,
audSpec,Rfilt,sma,de[14],maxPos,
audSpec,Rfilt,sma,de[14],minPos,
audSpec,Rfilt,sma,de[14],quartile1,
audSpec,Rfilt,sma,de[14],quartile2,
audSpec,Rfilt,sma,de[14],quartile3,
audSpec,Rfilt,sma,de[14],iqr1-2,
audSpec,Rfilt,sma,de[14],iqr2-3,
audSpec,Rfilt,sma,de[14],iqr1-3,
audSpec,Rfilt,sma,de[14],percentile1.0,
audSpec,Rfilt,sma,de[14],percentile99.0,
audSpec,Rfilt,sma,de[14],pctlrange0-1,
audSpec,Rfilt,sma,de[14],stddev,
audSpec,Rfilt,sma,de[14],skewness,
audSpec,Rfilt,sma,de[14],kurtosis,
audSpec,Rfilt,sma,de[14],meanSegLen,
audSpec,Rfilt,sma,de[14],maxSegLen,
audSpec,Rfilt,sma,de[14],minSegLen,
audSpec,Rfilt,sma,de[14],segLenStddev,
audSpec,Rfilt,sma,de[14],upleveltime25,
audSpec,Rfilt,sma,de[14],upleveltime50,
audSpec,Rfilt,sma,de[14],upleveltime75,
audSpec,Rfilt,sma,de[14],upleveltime90,
audSpec,Rfilt,sma,de[14],risetime,
audSpec,Rfilt,sma,de[14],leftctime,
audSpec,Rfilt,sma,de[14],lpgain,
audSpec,Rfilt,sma,de[14],lpc0,
audSpec,Rfilt,sma,de[14],lpc1,
audSpec,Rfilt,sma,de[14],lpc2,
audSpec,Rfilt,sma,de[14],lpc3,
audSpec,Rfilt,sma,de[14],lpc4,
audSpec,Rfilt,sma,de[15],range,
audSpec,Rfilt,sma,de[15],maxPos,
audSpec,Rfilt,sma,de[15],minPos,
audSpec,Rfilt,sma,de[15],quartile1,
audSpec,Rfilt,sma,de[15],quartile2,
audSpec,Rfilt,sma,de[15],quartile3,
audSpec,Rfilt,sma,de[15],iqr1-2,
audSpec,Rfilt,sma,de[15],iqr2-3,
audSpec,Rfilt,sma,de[15],iqr1-3,
audSpec,Rfilt,sma,de[15],percentile1.0,
audSpec,Rfilt,sma,de[15],percentile99.0,
audSpec,Rfilt,sma,de[15],pctlrange0-1,
audSpec,Rfilt,sma,de[15],stddev,
audSpec,Rfilt,sma,de[15],skewness,
audSpec,Rfilt,sma,de[15],kurtosis,
audSpec,Rfilt,sma,de[15],meanSegLen,
audSpec,Rfilt,sma,de[15],maxSegLen,
audSpec,Rfilt,sma,de[15],minSegLen,
audSpec,Rfilt,sma,de[15],segLenStddev,
audSpec,Rfilt,sma,de[15],upleveltime25,
audSpec,Rfilt,sma,de[15],upleveltime50,
audSpec,Rfilt,sma,de[15],upleveltime75,
audSpec,Rfilt,sma,de[15],upleveltime90,
audSpec,Rfilt,sma,de[15],risetime,
audSpec,Rfilt,sma,de[15],leftctime,
audSpec,Rfilt,sma,de[15],lpgain,
audSpec,Rfilt,sma,de[15],lpc0,
audSpec,Rfilt,sma,de[15],lpc1,
audSpec,Rfilt,sma,de[15],lpc2,
audSpec,Rfilt,sma,de[15],lpc3,
audSpec,Rfilt,sma,de[15],lpc4,
audSpec,Rfilt,sma,de[16],range,
audSpec,Rfilt,sma,de[16],maxPos,
audSpec,Rfilt,sma,de[16],minPos,
audSpec,Rfilt,sma,de[16],quartile1,
audSpec,Rfilt,sma,de[16],quartile2,
audSpec,Rfilt,sma,de[16],quartile3,
audSpec,Rfilt,sma,de[16],iqr1-2,
audSpec,Rfilt,sma,de[16],iqr2-3,
audSpec,Rfilt,sma,de[16],iqr1-3,
audSpec,Rfilt,sma,de[16],percentile1.0,
audSpec,Rfilt,sma,de[16],percentile99.0,
audSpec,Rfilt,sma,de[16],pctlrange0-1,
audSpec,Rfilt,sma,de[16],stddev,
audSpec,Rfilt,sma,de[16],skewness,
audSpec,Rfilt,sma,de[16],kurtosis,
audSpec,Rfilt,sma,de[16],meanSegLen,
audSpec,Rfilt,sma,de[16],maxSegLen,
audSpec,Rfilt,sma,de[16],minSegLen,
audSpec,Rfilt,sma,de[16],segLenStddev,
audSpec,Rfilt,sma,de[16],upleveltime25,
audSpec,Rfilt,sma,de[16],upleveltime50,
audSpec,Rfilt,sma,de[16],upleveltime75,
audSpec,Rfilt,sma,de[16],upleveltime90,
audSpec,Rfilt,sma,de[16],risetime,
audSpec,Rfilt,sma,de[16],leftctime,
audSpec,Rfilt,sma,de[16],lpgain,
audSpec,Rfilt,sma,de[16],lpc0,
audSpec,Rfilt,sma,de[16],lpc1,
audSpec,Rfilt,sma,de[16],lpc2,
audSpec,Rfilt,sma,de[16],lpc3,
audSpec,Rfilt,sma,de[16],lpc4,
audSpec,Rfilt,sma,de[17],range,
audSpec,Rfilt,sma,de[17],maxPos,
audSpec,Rfilt,sma,de[17],minPos,
audSpec,Rfilt,sma,de[17],quartile1,
audSpec,Rfilt,sma,de[17],quartile2,
audSpec,Rfilt,sma,de[17],quartile3,
audSpec,Rfilt,sma,de[17],iqr1-2,
audSpec,Rfilt,sma,de[17],iqr2-3,
audSpec,Rfilt,sma,de[17],iqr1-3,
audSpec,Rfilt,sma,de[17],percentile1.0,
audSpec,Rfilt,sma,de[17],percentile99.0,
audSpec,Rfilt,sma,de[17],pctlrange0-1,
audSpec,Rfilt,sma,de[17],stddev,
audSpec,Rfilt,sma,de[17],skewness,
audSpec,Rfilt,sma,de[17],kurtosis,
audSpec,Rfilt,sma,de[17],meanSegLen,
audSpec,Rfilt,sma,de[17],maxSegLen,
audSpec,Rfilt,sma,de[17],minSegLen,
audSpec,Rfilt,sma,de[17],segLenStddev,
audSpec,Rfilt,sma,de[17],upleveltime25,
audSpec,Rfilt,sma,de[17],upleveltime50,
audSpec,Rfilt,sma,de[17],upleveltime75,
audSpec,Rfilt,sma,de[17],upleveltime90,
audSpec,Rfilt,sma,de[17],risetime,
audSpec,Rfilt,sma,de[17],leftctime,
audSpec,Rfilt,sma,de[17],lpgain,
audSpec,Rfilt,sma,de[17],lpc0,
audSpec,Rfilt,sma,de[17],lpc1,
audSpec,Rfilt,sma,de[17],lpc2,
audSpec,Rfilt,sma,de[17],lpc3,
audSpec,Rfilt,sma,de[17],lpc4,
audSpec,Rfilt,sma,de[18],range,
audSpec,Rfilt,sma,de[18],maxPos,
audSpec,Rfilt,sma,de[18],minPos,
audSpec,Rfilt,sma,de[18],quartile1,
audSpec,Rfilt,sma,de[18],quartile2,
audSpec,Rfilt,sma,de[18],quartile3,
audSpec,Rfilt,sma,de[18],iqr1-2,
audSpec,Rfilt,sma,de[18],iqr2-3,
audSpec,Rfilt,sma,de[18],iqr1-3,
audSpec,Rfilt,sma,de[18],percentile1.0,
audSpec,Rfilt,sma,de[18],percentile99.0,
audSpec,Rfilt,sma,de[18],pctlrange0-1,
audSpec,Rfilt,sma,de[18],stddev,
audSpec,Rfilt,sma,de[18],skewness,
audSpec,Rfilt,sma,de[18],kurtosis,
audSpec,Rfilt,sma,de[18],meanSegLen,
audSpec,Rfilt,sma,de[18],maxSegLen,
audSpec,Rfilt,sma,de[18],minSegLen,
audSpec,Rfilt,sma,de[18],segLenStddev,
audSpec,Rfilt,sma,de[18],upleveltime25,
audSpec,Rfilt,sma,de[18],upleveltime50,
audSpec,Rfilt,sma,de[18],upleveltime75,
audSpec,Rfilt,sma,de[18],upleveltime90,
audSpec,Rfilt,sma,de[18],risetime,
audSpec,Rfilt,sma,de[18],leftctime,
audSpec,Rfilt,sma,de[18],lpgain,
audSpec,Rfilt,sma,de[18],lpc0,
audSpec,Rfilt,sma,de[18],lpc1,
audSpec,Rfilt,sma,de[18],lpc2,
audSpec,Rfilt,sma,de[18],lpc3,
audSpec,Rfilt,sma,de[18],lpc4,
audSpec,Rfilt,sma,de[19],range,
audSpec,Rfilt,sma,de[19],maxPos,
audSpec,Rfilt,sma,de[19],minPos,
audSpec,Rfilt,sma,de[19],quartile1,
audSpec,Rfilt,sma,de[19],quartile2,
audSpec,Rfilt,sma,de[19],quartile3,
audSpec,Rfilt,sma,de[19],iqr1-2,
audSpec,Rfilt,sma,de[19],iqr2-3,
audSpec,Rfilt,sma,de[19],iqr1-3,
audSpec,Rfilt,sma,de[19],percentile1.0,
audSpec,Rfilt,sma,de[19],percentile99.0,
audSpec,Rfilt,sma,de[19],pctlrange0-1,
audSpec,Rfilt,sma,de[19],stddev,
audSpec,Rfilt,sma,de[19],skewness,
audSpec,Rfilt,sma,de[19],kurtosis,
audSpec,Rfilt,sma,de[19],meanSegLen,
audSpec,Rfilt,sma,de[19],maxSegLen,
audSpec,Rfilt,sma,de[19],minSegLen,
audSpec,Rfilt,sma,de[19],segLenStddev,
audSpec,Rfilt,sma,de[19],upleveltime25,
audSpec,Rfilt,sma,de[19],upleveltime50,
audSpec,Rfilt,sma,de[19],upleveltime75,
audSpec,Rfilt,sma,de[19],upleveltime90,
audSpec,Rfilt,sma,de[19],risetime,
audSpec,Rfilt,sma,de[19],leftctime,
audSpec,Rfilt,sma,de[19],lpgain,
audSpec,Rfilt,sma,de[19],lpc0,
audSpec,Rfilt,sma,de[19],lpc1,
audSpec,Rfilt,sma,de[19],lpc2,
audSpec,Rfilt,sma,de[19],lpc3,
audSpec,Rfilt,sma,de[19],lpc4,
audSpec,Rfilt,sma,de[20],range,
audSpec,Rfilt,sma,de[20],maxPos,
audSpec,Rfilt,sma,de[20],minPos,
audSpec,Rfilt,sma,de[20],quartile1,
audSpec,Rfilt,sma,de[20],quartile2,
audSpec,Rfilt,sma,de[20],quartile3,
audSpec,Rfilt,sma,de[20],iqr1-2,
audSpec,Rfilt,sma,de[20],iqr2-3,
audSpec,Rfilt,sma,de[20],iqr1-3,
audSpec,Rfilt,sma,de[20],percentile1.0,
audSpec,Rfilt,sma,de[20],percentile99.0,
audSpec,Rfilt,sma,de[20],pctlrange0-1,
audSpec,Rfilt,sma,de[20],stddev,
audSpec,Rfilt,sma,de[20],skewness,
audSpec,Rfilt,sma,de[20],kurtosis,
audSpec,Rfilt,sma,de[20],meanSegLen,
audSpec,Rfilt,sma,de[20],maxSegLen,
audSpec,Rfilt,sma,de[20],minSegLen,
audSpec,Rfilt,sma,de[20],segLenStddev,
audSpec,Rfilt,sma,de[20],upleveltime25,
audSpec,Rfilt,sma,de[20],upleveltime50,
audSpec,Rfilt,sma,de[20],upleveltime75,
audSpec,Rfilt,sma,de[20],upleveltime90,
audSpec,Rfilt,sma,de[20],risetime,
audSpec,Rfilt,sma,de[20],leftctime,
audSpec,Rfilt,sma,de[20],lpgain,
audSpec,Rfilt,sma,de[20],lpc0,
audSpec,Rfilt,sma,de[20],lpc1,
audSpec,Rfilt,sma,de[20],lpc2,
audSpec,Rfilt,sma,de[20],lpc3,
audSpec,Rfilt,sma,de[20],lpc4,
audSpec,Rfilt,sma,de[21],range,
audSpec,Rfilt,sma,de[21],maxPos,
audSpec,Rfilt,sma,de[21],minPos,
audSpec,Rfilt,sma,de[21],quartile1,
audSpec,Rfilt,sma,de[21],quartile2,
audSpec,Rfilt,sma,de[21],quartile3,
audSpec,Rfilt,sma,de[21],iqr1-2,
audSpec,Rfilt,sma,de[21],iqr2-3,
audSpec,Rfilt,sma,de[21],iqr1-3,
audSpec,Rfilt,sma,de[21],percentile1.0,
audSpec,Rfilt,sma,de[21],percentile99.0,
audSpec,Rfilt,sma,de[21],pctlrange0-1,
audSpec,Rfilt,sma,de[21],stddev,
audSpec,Rfilt,sma,de[21],skewness,
audSpec,Rfilt,sma,de[21],kurtosis,
audSpec,Rfilt,sma,de[21],meanSegLen,
audSpec,Rfilt,sma,de[21],maxSegLen,
audSpec,Rfilt,sma,de[21],minSegLen,
audSpec,Rfilt,sma,de[21],segLenStddev,
audSpec,Rfilt,sma,de[21],upleveltime25,
audSpec,Rfilt,sma,de[21],upleveltime50,
audSpec,Rfilt,sma,de[21],upleveltime75,
audSpec,Rfilt,sma,de[21],upleveltime90,
audSpec,Rfilt,sma,de[21],risetime,
audSpec,Rfilt,sma,de[21],leftctime,
audSpec,Rfilt,sma,de[21],lpgain,
audSpec,Rfilt,sma,de[21],lpc0,
audSpec,Rfilt,sma,de[21],lpc1,
audSpec,Rfilt,sma,de[21],lpc2,
audSpec,Rfilt,sma,de[21],lpc3,
audSpec,Rfilt,sma,de[21],lpc4,
audSpec,Rfilt,sma,de[22],range,
audSpec,Rfilt,sma,de[22],maxPos,
audSpec,Rfilt,sma,de[22],minPos,
audSpec,Rfilt,sma,de[22],quartile1,
audSpec,Rfilt,sma,de[22],quartile2,
audSpec,Rfilt,sma,de[22],quartile3,
audSpec,Rfilt,sma,de[22],iqr1-2,
audSpec,Rfilt,sma,de[22],iqr2-3,
audSpec,Rfilt,sma,de[22],iqr1-3,
audSpec,Rfilt,sma,de[22],percentile1.0,
audSpec,Rfilt,sma,de[22],percentile99.0,
audSpec,Rfilt,sma,de[22],pctlrange0-1,
audSpec,Rfilt,sma,de[22],stddev,
audSpec,Rfilt,sma,de[22],skewness,
audSpec,Rfilt,sma,de[22],kurtosis,
audSpec,Rfilt,sma,de[22],meanSegLen,
audSpec,Rfilt,sma,de[22],maxSegLen,
audSpec,Rfilt,sma,de[22],minSegLen,
audSpec,Rfilt,sma,de[22],segLenStddev,
audSpec,Rfilt,sma,de[22],upleveltime25,
audSpec,Rfilt,sma,de[22],upleveltime50,
audSpec,Rfilt,sma,de[22],upleveltime75,
audSpec,Rfilt,sma,de[22],upleveltime90,
audSpec,Rfilt,sma,de[22],risetime,
audSpec,Rfilt,sma,de[22],leftctime,
audSpec,Rfilt,sma,de[22],lpgain,
audSpec,Rfilt,sma,de[22],lpc0,
audSpec,Rfilt,sma,de[22],lpc1,
audSpec,Rfilt,sma,de[22],lpc2,
audSpec,Rfilt,sma,de[22],lpc3,
audSpec,Rfilt,sma,de[22],lpc4,
audSpec,Rfilt,sma,de[23],range,
audSpec,Rfilt,sma,de[23],maxPos,
audSpec,Rfilt,sma,de[23],minPos,
audSpec,Rfilt,sma,de[23],quartile1,
audSpec,Rfilt,sma,de[23],quartile2,
audSpec,Rfilt,sma,de[23],quartile3,
audSpec,Rfilt,sma,de[23],iqr1-2,
audSpec,Rfilt,sma,de[23],iqr2-3,
audSpec,Rfilt,sma,de[23],iqr1-3,
audSpec,Rfilt,sma,de[23],percentile1.0,
audSpec,Rfilt,sma,de[23],percentile99.0,
audSpec,Rfilt,sma,de[23],pctlrange0-1,
audSpec,Rfilt,sma,de[23],stddev,
audSpec,Rfilt,sma,de[23],skewness,
audSpec,Rfilt,sma,de[23],kurtosis,
audSpec,Rfilt,sma,de[23],meanSegLen,
audSpec,Rfilt,sma,de[23],maxSegLen,
audSpec,Rfilt,sma,de[23],minSegLen,
audSpec,Rfilt,sma,de[23],segLenStddev,
audSpec,Rfilt,sma,de[23],upleveltime25,
audSpec,Rfilt,sma,de[23],upleveltime50,
audSpec,Rfilt,sma,de[23],upleveltime75,
audSpec,Rfilt,sma,de[23],upleveltime90,
audSpec,Rfilt,sma,de[23],risetime,
audSpec,Rfilt,sma,de[23],leftctime,
audSpec,Rfilt,sma,de[23],lpgain,
audSpec,Rfilt,sma,de[23],lpc0,
audSpec,Rfilt,sma,de[23],lpc1,
audSpec,Rfilt,sma,de[23],lpc2,
audSpec,Rfilt,sma,de[23],lpc3,
audSpec,Rfilt,sma,de[23],lpc4,
audSpec,Rfilt,sma,de[24],range,
audSpec,Rfilt,sma,de[24],maxPos,
audSpec,Rfilt,sma,de[24],minPos,
audSpec,Rfilt,sma,de[24],quartile1,
audSpec,Rfilt,sma,de[24],quartile2,
audSpec,Rfilt,sma,de[24],quartile3,
audSpec,Rfilt,sma,de[24],iqr1-2,
audSpec,Rfilt,sma,de[24],iqr2-3,
audSpec,Rfilt,sma,de[24],iqr1-3,
audSpec,Rfilt,sma,de[24],percentile1.0,
audSpec,Rfilt,sma,de[24],percentile99.0,
audSpec,Rfilt,sma,de[24],pctlrange0-1,
audSpec,Rfilt,sma,de[24],stddev,
audSpec,Rfilt,sma,de[24],skewness,
audSpec,Rfilt,sma,de[24],kurtosis,
audSpec,Rfilt,sma,de[24],meanSegLen,
audSpec,Rfilt,sma,de[24],maxSegLen,
audSpec,Rfilt,sma,de[24],minSegLen,
audSpec,Rfilt,sma,de[24],segLenStddev,
audSpec,Rfilt,sma,de[24],upleveltime25,
audSpec,Rfilt,sma,de[24],upleveltime50,
audSpec,Rfilt,sma,de[24],upleveltime75,
audSpec,Rfilt,sma,de[24],upleveltime90,
audSpec,Rfilt,sma,de[24],risetime,
audSpec,Rfilt,sma,de[24],leftctime,
audSpec,Rfilt,sma,de[24],lpgain,
audSpec,Rfilt,sma,de[24],lpc0,
audSpec,Rfilt,sma,de[24],lpc1,
audSpec,Rfilt,sma,de[24],lpc2,
audSpec,Rfilt,sma,de[24],lpc3,
audSpec,Rfilt,sma,de[24],lpc4,
audSpec,Rfilt,sma,de[25],range,
audSpec,Rfilt,sma,de[25],maxPos,
audSpec,Rfilt,sma,de[25],minPos,
audSpec,Rfilt,sma,de[25],quartile1,
audSpec,Rfilt,sma,de[25],quartile2,
